"orgs_short","Freq"
"Staphylococcus intermedius",7
"Streptomyces hygroscopicus",7
"Streptomyces viridochromogenes",7
"Sulfobacillus thermosulfidooxidans",7
"Synechococcus sp. WH",7
"Thermosipho melanesiensis",7
"Thermus thermophilus",7
"Thiobacillus sp. SCN",7
"TPA_asm- Acetothermia",7
"TPA_asm- Aminobacterium",7
"TPA_asm- Bifidobacterium",7
"TPA_asm- Enterococcaceae",7
"TPA_asm- Faecalibacterium",7
"TPA_asm- Hungatella",7
"TPA_asm- Hyphomonadaceae",7
"TPA_asm- Methylophilales",7
"TPA_asm- Nitrospiraceae",7
"TPA_asm- Oblitimonas",7
"TPA_asm- Peptococcaceae",7
"TPA_asm- Pseudobutyrivibrio",7
"TPA_asm- Succinatimonas",7
"Trabulsiella odontotermitis",7
"Treponema pedis",7
"Trueperella pyogenes",7
"Vibrio tasmaniensis",7
"Xanthomonas vesicatoria",7
"Yersinia rohdei",7
"Zetaproteobacteria bacterium",7
"[Ruminococcus] torques",6
"Acetobacter tropicalis",6
"Acidithiobacillus ferrooxidans",6
"Acidovorax citrulli",6
"Acinetobacter schindleri",6
"Acinetobacter soli",6
"Actinobacillus suis",6
"Aeromonas dhakensis",6
"alpha proteobacterium",6
"Amycolatopsis mediterranei",6
"Aphanizomenon flos-aquae",6
"Azospirillum brasilense",6
"Bacillus altitudinis",6
"Bacillus circulans",6
"Bacillus sonorensis",6
"Bacillus toyonensis",6
"Bacteria symbiont",6
"Bacteroides caccae",6
"Bacteroides coprophilus",6
"Bacteroides intestinalis",6
"Bartonella apis",6
"Bartonella birtlesii",6
"Caballeronia sordidicola",6
"Candidatus Chisholmbacteria bacterium",6
"Candidatus Edwardsbacteria bacterium",6
"Cedecea neteri",6
"Citrobacter werkmanii",6
"Clostridiaceae bacterium",6
"Clostridium pasteurianum",6
"Coprococcus comes",6
"Coprococcus eutactus",6
"Crocosphaera watsonii",6
"Cronobacter turicensis",6
"Cyanobacteria bacterium",6
"Desulfobulbaceae bacterium",6
"Dickeya chrysanthemi",6
"Edwardsiella piscicida",6
"Ensifer adhaerens",6
"Ensifer aridi",6
"Fibrobacteria bacterium",6
"Flavobacterium johnsoniae",6
"Geobacillus thermocatenulatus",6
"Geobacteraceae bacterium",6
"Gluconobacter japonicus",6
"Helicobacter sp. MIT",6
"Kandleria vitulina",6
"Kitasatospora aureofaciens",6
"Komagataeibacter europaeus",6
"Lactobacillus backii",6
"Lactobacillus coryniformis",6
"Lactobacillus murinus",6
"Leifsonia xyli",6
"Leptospira alexanderi",6
"Leptospira alstonii",6
"Leptospira licerasiae",6
"Leptotrichia sp. oral",6
"Mesorhizobium ciceri",6
"Microbacterium testaceum",6
"Micrococcales bacterium",6
"Mycobacterium gordonae",6
"Mycobacterium heraklionense",6
"Mycobacterium peregrinum",6
"Mycobacterium phlei",6
"Mycobacterium sinense",6
"Mycobacterium smegmatis",6
"Mycoplasma canis",6
"Neisseria flavescens",6
"Nitrosospira multiformis",6
"Nonlabens ulvanivorans",6
"Oceanospirillales bacterium",6
"OM182 bacterium",6
"Paenibacillus amylolyticus",6
"Pandoraea apista",6
"Parabacteroides merdae",6
"Pectobacterium atrosepticum",6
"Photorhabdus temperata",6
"Prevotella bryantii",6
"Prevotella denticola",6
"Pseudoalteromonas piscicida",6
"Pseudomonas alcaligenes",6
"Pseudomonas avellanae",6
"Pseudomonas citronellolis",6
"Pseudomonas congelans",6
"Pseudomonas frederiksbergensis",6
"Pseudomonas kilonensis",6
"Pseudomonas mandelii",6
"Pseudomonas mediterranea",6
"Pseudomonas moraviensis",6
"Pseudomonas mosselii",6
"Pseudomonas plecoglossicida",6
"Pseudomonas pseudoalcaligenes",6
"Pseudomonas veronii",6
"Rhodococcus ruber",6
"Rhodovulum sulfidophilum",6
"Roseburia intestinalis",6
"Roseburia inulinivorans",6
"Serratia liquefaciens",6
"Serratia nematodiphila",6
"Shewanella putrefaciens",6
"Staphylococcus simulans",6
"Streptococcus vestibularis",6
"Syntrophobacterales bacterium",6
"Tannerella sp. oral",6
"Thalassospira sp. MCCC",6
"Thalassospira xiamenensis",6
"TPA_asm- Acholeplasmataceae",6
"TPA_asm- Acidimicrobium",6
"TPA_asm- Bacteroides",6
"TPA_asm- Collinsella",6
"TPA_asm- Epsilonproteobacteria",6
"TPA_asm- Flavobacterium",6
"TPA_asm- Leptospiraceae",6
"TPA_asm- Thiobacillus",6
"Verrucomicrobiae bacterium",6
"Vibrio genomosp.",6
"Vibrio natriegens",6
"Vibrio ordalii",6
"Xenorhabdus nematophila",6
"Yersinia aldovae",6
"[Clostridium] innocuum",5
"[Clostridium] symbiosum",5
"Achromobacter denitrificans",5
"Achromobacter ruhlandii",5
"Acidithiobacillus ferrivorans",5
"Acidobacteriaceae bacterium",5
"Acinetobacter baylyi",5
"Acinetobacter genomosp.",5
"Acinetobacter gyllenbergii",5
"Acinetobacter parvus",5
"actinobacterium SCGC",5
"Actinomycetales bacterium",5
"Aerococcus urinae",5
"Aerococcus viridans",5
"Akkermansia muciniphila",5
"Alteromonadaceae bacterium",5
"Amycolatopsis orientalis",5
"Anaerotruncus colihominis",5
"Aneurinibacillus migulanus",5
"Arcobacter thereius",5
"Avibacterium paragallinarum",5
"Azotobacter beijerinckii",5
"Azotobacter vinelandii",5
"Bacillaceae bacterium",5
"Bacillus flexus",5
"Bacillus halotolerans",5
"Bacillus thermoamylovorans",5
"Bacterium 2013Ark19i",5
"Bacteroides finegoldii",5
"Bacteroides pyogenes",5
"Bacteroides stercoris",5
"Bartonella vinsonii",5
"Bibersteinia trehalosi",5
"Bifidobacterium asteroides",5
"Blastococcus sp. DSM",5
"Bordetella trematum",5
"Brachyspira hampsonii",5
"Bradyrhizobium erythrophlei",5
"Bradyrhizobium sp. CCBAU",5
"Bradyrhizobium yuanmingense",5
"Burkholderia ambifaria",5
"Butyricicoccus pullicaecorum",5
"Campylobacter sputorum",5
"Candidatus Cloacimonas sp.",5
"Candidatus Firestonebacteria bacterium",5
"Candidatus Hydrothermae bacterium",5
"Candidatus Veblenbacteria bacterium",5
"Capnocytophaga cynodegmi",5
"Capnocytophaga sputigena",5
"Cardiobacterium hominis",5
"Caulobacter vibrioides",5
"Cellulophaga baltica",5
"Chlamydophila pneumoniae",5
"Chlorobi bacterium",5
"Chromobacterium haemolyticum",5
"Coriobacteriaceae bacterium",5
"Corynebacterium stationis",5
"Crocinitomicaceae bacterium",5
"Cronobacter dublinensis",5
"Cupriavidus necator",5
"Cyanothece sp. PCC",5
"Delftia tsuruhatensis",5
"Desulfovibrio desulfuricans",5
"Dickeya dadantii",5
"Dickeya dianthicola",5
"Edwardsiella ictaluri",5
"Elizabethkingia endophytica",5
"Enterobacter sp. BIDMC",5
"Erysipelothrix rhusiopathiae",5
"Fervidibacteria bacterium",5
"Flammeovirgaceae bacterium",5
"Franconibacter pulveris",5
"Fusobacterium hwasookii",5
"Geobacillus kaustophilus",5
"Geobacillus thermoleovorans",5
"Gluconobacter thailandicus",5
"Gordonia polyisoprenivorans",5
"Hafnia paralvei",5
"Lachnobacterium bovis",5
"Lactobacillus acidipiscis",5
"Lactobacillus farciminis",5
"Lactobacillus fructivorans",5
"Lactobacillus kefiri",5
"Lactobacillus paracollinoides",5
"Lactobacillus pentosus",5
"Latescibacteria bacterium",5
"Listeria seeligeri",5
"Marine actinobacterium",5
"Megamonas hypermegale",5
"Meiothermus ruber",5
"Methylobacterium aquaticum",5
"Microbacterium oleivorans",5
"Microbacterium paraoxydans",5
"Mobiluncus mulieris",5
"Moraxella osloensis",5
"Morococcus cerebrosus",5
"Mycobacterium franklinii",5
"Mycobacterium haemophilum",5
"Mycobacterium marinum",5
"Mycobacterium mucogenicum",5
"Mycobacterium neoaurum",5
"Mycobacterium vulneris",5
"Mycobacterium yongonense",5
"Mycoplasma genitalium",5
"Neisseria elongata",5
"Neisseria sicca",5
"Nitrosomonas europaea",5
"Nitrosomonas eutropha",5
"Nocardia brasiliensis",5
"Nocardia farcinica",5
"Odoribacter splanchnicus",5
"Oscillatoriales cyanobacterium",5
"Paraburkholderia terrae",5
"Paracoccus denitrificans",5
"Paracoccus sanguinis",5
"Parageobacillus thermoglucosidans",5
"Pelagibacterium sp. SCN",5
"Pelosinus fermentans",5
"Phaeobacter inhibens",5
"Photobacterium aquimaris",5
"Photobacterium phosphoreum",5
"Planctomycetales bacterium",5
"Porphyromonas crevioricanis",5
"Porphyromonas macacae",5
"Prevotella amnii",5
"Prevotella sp. oral",5
"Prevotella timonensis",5
"Pseudoalteromonas haloplanktis",5
"Pseudomonas alcaliphila",5
"Pseudomonas azotoformans",5
"Pseudomonas fulva",5
"Pseudomonas koreensis",5
"Pseudomonas oleovorans",5
"Pseudomonas oryzihabitans",5
"Pseudomonas poae",5
"Pseudomonas simiae",5
"Pseudomonas synxantha",5
"Pseudoxanthomonas suwonensis",5
"Rahnella aquatilis",5
"Rhizobium tropici",5
"Rhodanobacter sp. SCN",5
"Rickettsia bellii",5
"Rodentibacter ratti",5
"Serratia symbiotica",5
"Sinorhizobium medicae",5
"Sphingomonas sanguinis",5
"Sporosarcina ureae",5
"Staphylococcus agnetis",5
"Staphylococcus pasteuri",5
"Staphylococcus schleiferi",5
"Stenotrophomonas rhizophila",5
"Streptococcus pasteurianus",5
"Streptococcus sp. oral",5
"Streptomyces agglomeratus",5
"Streptomyces albulus",5
"Streptomyces californicus",5
"Streptomyces fradiae",5
"Streptomyces nanshensis",5
"Tatlockia micdadei",5
"Thermotogales bacterium",5
"Thermus scotoductus",5
"TPA_asm- Achromobacter",5
"TPA_asm- Hydrogenovibrio",5
"TPA_asm- Limnobacter",5
"TPA_asm- Mariprofundus",5
"TPA_asm- Opitutaceae",5
"TPA_asm- Oscillospiraceae",5
"TPA_asm- Planctomycetes",5
"TPA_asm- Prochlorococcus",5
"TPA_asm- Rickettsiales",5
"TPA_asm- Ruminiclostridium",5
"TPA_asm- Sphingomonadales",5
"TPA_asm- Spirochaetales",5
"TPA_asm- Sulfurospirillum",5
"TPA_asm- Thalassospira",5
"Treponema endosymbiont",5
"Turicibacter sanguinis",5
"Variovorax boronicumulans",5
"Veillonella atypica",5
"Verrucomicrobiaceae bacterium",5
"Vibrio breoganii",5
"Vibrio rotiferianus",5
"Vibrio sinaloensis",5
"Virgibacillus halodenitrificans",5
"Xanthomonas fragariae",5
"[Clostridium] lactatifermentans",4
"[Clostridium] propionicum",4
"[Clostridium] spiroforme",4
"[Clostridium] stercorarium",4
"[Eubacterium] eligens",4
"[Eubacterium] hallii",4
"[Eubacterium] rectale",4
"[Propionibacterium] humerusii",4
"Acetobacter aceti",4
"Acetobacter orientalis",4
"Achromobacter piechaudii",4
"Acidaminococcus fermentans",4
"Acidobacteriales bacterium",4
"Acinetobacter brisouii",4
"Acinetobacter guillouiae",4
"Acinetobacter oleivorans",4
"Acinetobacter seifertii",4
"Acinetobacter towneri",4
"Actinobaculum suis",4
"Actinomyces urogenitalis",4
"Aerococcus urinaeequi",4
"Aeromonas allosaccharophila",4
"Aeromonas enteropelogenes",4
"Aeromonas media",4
"Aerophobetes bacterium",4
"Alistipes finegoldii",4
"Alteromonas stellipolaris",4
"Anaerotignum lactatifermentans",4
"Anaerovibrio lipolyticus",4
"Arcobacter porcinus",4
"Arcobacter skirrowii",4
"Arthrospira platensis",4
"Atopobium vaginae",4
"Aureimonas ureilytica",4
"Bacillus aquimaris",4
"Bacillus badius",4
"Bacillus endophyticus",4
"Bacillus siamensis",4
"Bacillus sp. JGI",4
"Bacillus sp. NEAU-cbsb5",4
"Bacteroides clarus",4
"Bacteroides salyersiae",4
"Bacteroidia bacterium",4
"Bartonella elizabethae",4
"Bifidobacterium angulatum",4
"Bifidobacterium catenulatum",4
"Bifidobacterium scardovii",4
"Bifidobacterium thermacidophilum",4
"Bifidobacterium thermophilum",4
"Blautia wexlerae",4
"Bordetella parapertussis",4
"Bordetella pseudohinzii",4
"Borrelia miyamotoi",4
"Brachyspira pilosicoli",4
"Bradyrhizobium diazoefficiens",4
"Bradyrhizobium lablabi",4
"Brevibacillus borstelensis",4
"Brevibacterium casei",4
"Brevibacterium ravenspurgense",4
"Brucella pinnipedialis",4
"Burkholderia lata",4
"Burkholderia oklahomensis",4
"Burkholderia pyrrocinia",4
"Butyrivibrio hungatei",4
"Butyrivibrio proteoclasticus",4
"Campylobacter hyointestinalis",4
"Campylobacter ureolyticus",4
"Candidatus Atribacteria bacterium",4
"Candidatus Frackibacter sp.",4
"Candidatus Glomeribacter gigasporarum",4
"Candidatus Hamiltonella defensa",4
"Candidatus Kryptobacter tengchongensis",4
"Candidatus Margulisbacteria bacterium",4
"Candidatus Niyogibacteria bacterium",4
"Candidatus Puniceispirillum sp.",4
"Candidatus Riesia pediculicola",4
"Candidatus Symbiothrix dinenymphae",4
"Candidatus Thioglobus sp.",4
"Capnocytophaga ochracea",4
"Caulobacter henricii",4
"Caulobacter sp. JGI",4
"Caulobacteraceae bacterium",4
"Cellulophaga lytica",4
"Chitinophagales bacterium",4
"Chlamydiales bacterium",4
"Chromatiales bacterium",4
"Chthonomonas calidirosea",4
"Clostridium paraputrificum",4
"Collinsella aerofaciens",4
"Colwellia psychrerythraea",4
"Comamonas aquatica",4
"Corynebacterium kroppenstedtii",4
"Corynebacterium propinquum",4
"Corynebacterium urealyticum",4
"Cupriavidus basilensis",4
"Desulfarculaceae bacterium",4
"Desulfovibrio vulgaris",4
"Edwardsiella anguillarum",4
"Elstera sp. TH019",4
"Enterococcus raffinosus",4
"Enterovibrio calviensis",4
"Enterovibrio norvegicus",4
"Eubacterium limosum",4
"Franconibacter helveticus",4
"Fusobacterium periodonticum",4
"gamma proteobacterium",4
"Geobacillus thermodenitrificans",4
"Geomicrobium sp. JCM",4
"Gordonia terrae",4
"Halomonas meridiana",4
"Helicobacter suis",4
"Herbaspirillum rubrisubalbicans",4
"Hydrogenedentes bacterium",4
"Hyphomonadaceae bacterium",4
"Isoptericola variabilis",4
"Izhakiella sp. D4N98",4
"Ketogulonicigenium vulgare",4
"Kocuria palustris",4
"Komagataeibacter xylinus",4
"Kosakonia oryzae",4
"Kosakonia radicincitans",4
"Labrenzia aggregata",4
"Labrenzia alba",4
"Lachnoclostridium phytofermentans",4
"Lachnospira multipara",4
"Lactobacillus acetotolerans",4
"Lactobacillus animalis",4
"Lactobacillus buchneri",4
"Lactobacillus equicursoris",4
"Lactobacillus florum",4
"Lactobacillus lindneri",4
"Lactobacillus oris",4
"Lactobacillus parakefiri",4
"Lactococcus sp. 159469",4
"Lechevalieria aerocolonigenes",4
"Legionella longbeachae",4
"Legionella oakridgensis",4
"Legionellales bacterium",4
"Lelliottia amnigena",4
"Leptolyngbya boryana",4
"Listeria fleischmannii",4
"Lysobacter antibioticus",4
"Lysobacter capsici",4
"Lysobacter enzymogenes",4
"Marine gamma",4
"Marinobacter hydrocarbonoclasticus",4
"Meganema perideroedes",4
"Methylobacterium platani",4
"Methylomonas koyamae",4
"Methylomonas methanica",4
"Methylophilaceae bacterium",4
"Microbacterium oxydans",4
"Microbulbifer sp. CCB-MM1",4
"Mobiluncus curtisii",4
"Moorea producens",4
"Moraxella atlantae",4
"Moraxella lacunata",4
"Mycobacterium kyorinense",4
"Mycobacterium leprae",4
"Mycobacterium paraense",4
"Myxococcales bacterium",4
"Myxococcus xanthus",4
"Neisseria sp. 114725",4
"Neisseria sp. 124861",4
"Neisseria sp. 93087",4
"Neorhizobium galegae",4
"Nitrosococcus oceani",4
"Nitrospira bacterium",4
"Nocardiopsis dassonvillei",4
"Oenococcus kitaharae",4
"Olavius algarvensis",4
"Oligella urethralis",4
"Olsenella umbonata",4
"Oscillospiraceae bacterium",4
"Paenibacillus riograndensis",4
"Paenibacillus sp. JCM",4
"Pannonibacter phragmitetus",4
"Parabacteroides goldsteinii",4
"Parabacteroides johnsonii",4
"Paraburkholderia andropogonis",4
"Parachlamydia acanthamoebae",4
"Paraclostridium bifermentans",4
"Paracoccus pantotrophus",4
"Parascardovia denticolens",4
"Pediococcus claussenii",4
"Peptoanaerobacter stomatis",4
"Peptostreptococcaceae bacterium",4
"Photobacterium sp. H01100410B",4
"Planktothrix agardhii",4
"Planococcus maritimus",4
"Plesiomonas shigelloides",4
"Porphyromonas cangingivalis",4
"Prevotella copri",4
"Prevotella disiens",4
"Prevotella melaninogenica",4
"Prevotella nigrescens",4
"Prevotella oralis",4
"Prevotella oris",4
"Prevotellaceae bacterium",4
"Proteus vulgaris",4
"Pseudoalteromonas lipolytica",4
"Pseudoalteromonas rubra",4
"Pseudoalteromonas ruthenica",4
"Pseudobutyrivibrio ruminis",4
"Pseudomonas balearica",4
"Pseudomonas flexibilis",4
"Pseudomonas marginalis",4
"Pseudomonas psychrophila",4
"Pseudomonas sp. BS-2016",4
"Pseudomonas sp. ICMP",4
"Pseudomonas thivervalensis",4
"Pseudomonas trivialis",4
"Pseudomonas umsongensis",4
"Pseudomonas xanthomarina",4
"Psychrobacter sp. JCM",4
"Rathayibacter toxicus",4
"Rhizobium pusense",4
"Rhodococcus jostii",4
"Rhodopirellula baltica",4
"Rhodothermaceae bacterium",4
"Rhodothermus marinus",4
"Rickettsia amblyommatis",4
"Rickettsia conorii",4
"Rickettsia endosymbiont",4
"Rickettsia felis",4
"Rickettsia parkeri",4
"Robbsia andropogonis",4
"Ruminococcus gnavus",4
"Salinivibrio costicola",4
"Sharpea azabuensis",4
"Sphingomonas melonis",4
"Sphingomonas paucimobilis",4
"Staphylococcus carnosus",4
"Staphylococcus lentus",4
"Staphylococcus pettenkoferi",4
"Staphylococcus succinus",4
"Streptomyces antibioticus",4
"Streptomyces avermitilis",4
"Streptomyces bikiniensis",4
"Streptomyces europaeiscabiei",4
"Streptomyces lydicus",4
"Streptomyces niveus",4
"Streptomyces sp. MUSC",4
"Succinivibrio dextrinosolvens",4
"Sulfitobacter pontiacus",4
"Sutterella wadsworthensis",4
"Synergistes jonesii",4
"Tetragenococcus halophilus",4
"Thalassobius mediterraneus",4
"Thermoanaerobacterium thermosaccharolyticum",4
"Thermobifida fusca",4
"Thioalkalimicrobium aerophilum",4
"Thioalkalimicrobium cyclicum",4
"Thioalkalimicrobium microaerophilum",4
"Thioalkalimicrobium sp. ALE5",4
"Thiobacillus denitrificans",4
"Thiomicrospira arctica",4
"Thiomicrospira chilensis",4
"Thiomicrospira crunogena",4
"Thiomicrospira halophila",4
"Thiomicrospira kuenenii",4
"TPA_asm- Acidaminococcaceae",4
"TPA_asm- Alicycliphilus",4
"TPA_asm- Arsukibacterium",4
"TPA_asm- Chloracidobacterium",4
"TPA_asm- Cupriavidus",4
"TPA_asm- Dechloromonas",4
"TPA_asm- Desulfovibrio",4
"TPA_asm- Desulfovibrionaceae",4
"TPA_asm- Erysipelotrichaceae",4
"TPA_asm- Eubacteriaceae",4
"TPA_asm- Fusobacteriia",4
"TPA_asm- Halomonas",4
"TPA_asm- Legionellales",4
"TPA_asm- Lysinibacillus",4
"TPA_asm- Maribacter",4
"TPA_asm- Massilia",4
"TPA_asm- Nitrospira",4
"TPA_asm- Oceanospirillaceae",4
"TPA_asm- Oribacterium",4
"TPA_asm- Paracoccus",4
"TPA_asm- Pedobacter",4
"TPA_asm- Pelotomaculum",4
"TPA_asm- Polynucleobacter",4
"TPA_asm- Rhodobacterales",4
"TPA_asm- Richelia",4
"TPA_asm- Roseivirga",4
"TPA_asm- Selenomonadaceae",4
"TPA_asm- Sphaerochaeta",4
"TPA_asm- Spirochaetaceae",4
"TPA_asm- Streptococcus",4
"TPA_asm- Verrucomicrobiaceae",4
"Tsukamurella tyrosinosolvens",4
"UNVERIFIED- Clostridium",4
"Vibrio cidicii",4
"Vibrio furnissii",4
"Vibrio gazogenes",4
"Vibrio navarrensis",4
"Vibrio scophthalmi",4
"Weissella ceti",4
"Weissella confusa",4
"Wohlfahrtiimonas sp. 34C10-3-10",4
"Yersinia similis",4
"[Clostridium] aminophilum",3
"[Clostridium] citroniae",3
"[Clostridium] sordellii",3
"[Eubacterium] siraeum",3
"Acetobacter cerevisiae",3
"Acetobacter indonesiensis",3
"Acetobacter orleanensis",3
"Acetobacter persici",3
"Acetobacter senegalensis",3
"Acetobacter syzygii",3
"Acholeplasmatales bacterium",3
"Acidaminococcus intestini",3
"Acidibacillus ferrooxidans",3
"Acidihalobacter prosperus",3
"Acidipropionibacterium acidipropionici",3
"Acidithiobacillales bacterium",3
"Acidovorax avenae",3
"Acidovorax delafieldii",3
"Acidovorax sp. SCN",3
"Acinetobacter beijerinckii",3
"Acinetobacter bouvetii",3
"Acinetobacter gerneri",3
"Acinetobacter tandoii",3
"Acinetobacter tjernbergiae",3
"Actinoalloteichus cyanogriseus",3
"Actinomadura madurae",3
"Actinomyces neuii",3
"Actinomyces odontolyticus",3
"Advenella kashmirensis",3
"Aeribacillus pallidus",3
"Aerococcus christensenii",3
"Aeromonas jandaei",3
"Aeromonas schubertii",3
"Alcanivorax sp. NBRC",3
"Algibacter lectus",3
"Algoriphagus marincola",3
"Alicyclobacillus acidocaldarius",3
"Aliivibrio logei",3
"Alistipes putredinis",3
"Alloscardovia macacae",3
"Alteromonas australica",3
"Amycolatopsis keratiniphila",3
"Anaerococcus hydrogenalis",3
"Aquitalea magnusonii",3
"Arcobacter lanthieri",3
"Arthrobacter alpinus",3
"Aureimonas altamirensis",3
"Bacillus coahuilensis",3
"Bacillus firmus",3
"Bacillus glycinifermentans",3
"Bacillus horikoshii",3
"Bacillus mojavensis",3
"Bacillus niacini",3
"Bacillus pseudofirmus",3
"Bacillus pseudomycoides",3
"Bacillus smithii",3
"Bacillus vallismortis",3
"Bacillus vietnamensis",3
"Bacteroides acidifaciens",3
"Bacteroides eggerthii",3
"Bacteroides graminisolvens",3
"Bacteroides plebeius",3
"Bacteroides sartorii",3
"Bartonella doshiae",3
"Bhargavaea cecembensis",3
"Bifidobacterium coryneforme",3
"Bifidobacterium gallinarum",3
"Bifidobacterium kashiwanohense",3
"Blastochloris viridis",3
"Blautia hydrogenotrophica",3
"Blautia producta",3
